,time,housing_price,rental_price,inflation_rate,median_house_value,median_tax_paid,property_tax_rate,median_age_homebuyers,housing_starts,interest_rate,mortgage_rate,mortgage_to_income_rate,work_home_rate
431,04/2008,207372.0,241.474,214.56,,,,,1013.0,2.28,5.88,6.929816,
486,04/2009,186490.0,248.899,218.706,,,,,478.0,0.15,4.78,6.737112,
485,04/2009,186490.0,248.899,218.706,,,,,478.0,0.15,4.8,6.737112,
484,04/2009,186490.0,248.899,218.706,,,,,478.0,0.15,4.82,6.737112,
483,04/2009,186490.0,248.899,218.706,,,,,478.0,0.15,4.87,6.737112,
482,04/2009,186490.0,248.899,218.706,,,,,478.0,0.15,4.78,6.737112,
535,04/2010,179663.0,249.012,220.822,,,,,687.0,0.2,5.21,6.181717,
537,04/2010,179663.0,249.012,220.822,,,,,687.0,0.2,5.07,6.181717,
538,04/2010,179663.0,249.012,220.822,,,,,687.0,0.2,5.06,6.181717,
534,04/2010,179663.0,249.012,220.822,,,,,687.0,0.2,5.08,6.181717,
536,04/2010,179663.0,249.012,220.822,,,,,687.0,0.2,5.07,6.181717,
588,04/2011,169966.0,252.221,223.727,,,,,554.0,0.1,4.91,5.641073,
589,04/2011,169966.0,252.221,223.727,,,,,554.0,0.1,4.8,5.641073,
587,04/2011,169966.0,252.221,223.727,,,,,554.0,0.1,4.87,5.641073,
590,04/2011,169966.0,252.221,223.727,,,,,554.0,0.1,4.78,5.641073,
639,04/2012,165197.0,258.922,228.905,,,,,753.0,0.14,3.98,5.165782,
640,04/2012,165197.0,258.922,228.905,,,,,753.0,0.14,3.88,5.165782,
642,04/2012,165197.0,258.922,228.905,,,,,753.0,0.14,3.88,5.165782,
641,04/2012,165197.0,258.922,228.905,,,,,753.0,0.14,3.9,5.165782,
694,04/2013,174231.0,265.984,232.832,,,,,835.0,0.15,3.4,4.931149,
691,04/2013,174231.0,265.984,232.832,,,,,835.0,0.15,3.54,4.931149,
693,04/2013,174231.0,265.984,232.832,,,,,835.0,0.15,3.41,4.931149,
692,04/2013,174231.0,265.984,232.832,,,,,835.0,0.15,3.43,4.931149,
743,04/2014,187793.0,274.1,237.072,,,,,1043.0,0.09,4.41,4.666341,
745,04/2014,187793.0,274.1,237.072,,,,,1043.0,0.09,4.27,4.666341,
744,04/2014,187793.0,274.1,237.072,,,,,1043.0,0.09,4.34,4.666341,
746,04/2014,187793.0,274.1,237.072,,,,,1043.0,0.09,4.33,4.666341,
797,04/2015,195813.0,283.598,241.346,,,,,1190.0,0.12,3.67,4.466645,
795,04/2015,195813.0,283.598,241.346,,,,,1190.0,0.12,3.7,4.466645,
798,04/2015,195813.0,283.598,241.346,,,,,1190.0,0.12,3.65,4.466645,
799,04/2015,195813.0,283.598,241.346,,,,,1190.0,0.12,3.68,4.466645,
796,04/2015,195813.0,283.598,241.346,,,,,1190.0,0.12,3.66,4.466645,
848,04/2016,206040.0,294.175,246.551,,,,,1163.0,0.37,3.59,4.427381,
849,04/2016,206040.0,294.175,246.551,,,,,1163.0,0.37,3.58,4.427381,
850,04/2016,206040.0,294.175,246.551,,,,,1163.0,0.37,3.59,4.427381,
851,04/2016,206040.0,294.175,246.551,,,,,1163.0,0.37,3.66,4.427381,
902,04/2017,218357.0,305.477,251.227,,,,,1146.0,0.9,3.97,4.266668,
900,04/2017,218357.0,305.477,251.227,,,,,1146.0,0.9,4.1,4.266668,
903,04/2017,218357.0,305.477,251.227,,,,,1146.0,0.9,4.03,4.266668,
901,04/2017,218357.0,305.477,251.227,,,,,1146.0,0.9,4.08,4.266668,
953,04/2018,232983.0,316.763,256.603,,,,,1286.0,1.69,4.42,4.169502,
955,04/2018,232983.0,316.763,256.603,,,,,1286.0,1.69,4.58,4.169502,
954,04/2018,232983.0,316.763,256.603,,,,,1286.0,1.69,4.47,4.169502,
952,04/2018,232983.0,316.763,256.603,,,,,1286.0,1.69,4.4,4.169502,
1006,04/2019,244805.0,328.678,261.958,,,,,1280.0,2.42,4.17,4.156994,
1007,04/2019,244805.0,328.678,261.958,,,,,1280.0,2.42,4.2,4.156994,
1005,04/2019,244805.0,328.678,261.958,,,,,1280.0,2.42,4.12,4.156994,
1004,04/2019,244805.0,328.678,261.958,,,,,1280.0,2.42,4.08,4.156994,
1057,04/2020,254796.0,340.135,265.771,,,,,938.0,0.05,3.33,3.733179,
1059,04/2020,254796.0,340.135,265.771,,,,,938.0,0.05,3.33,3.733179,
1060,04/2020,254796.0,340.135,265.771,,,,,938.0,0.05,3.23,3.733179,
1058,04/2020,254796.0,340.135,265.771,,,,,938.0,0.05,3.31,3.733179,
1056,04/2020,254796.0,340.135,265.771,,,,,938.0,0.05,3.33,3.733179,
1111,04/2021,285144.0,346.267,273.669,,,,,1505.0,0.07,2.97,3.788117,20.0
1110,04/2021,285144.0,346.267,273.669,,,,,1505.0,0.07,3.04,3.788117,20.0
1108,04/2021,285144.0,346.267,273.669,,,,,1505.0,0.07,3.18,3.788117,20.0
1112,04/2021,285144.0,346.267,273.669,,,,,1505.0,0.07,2.98,3.788117,20.0
1109,04/2021,285144.0,346.267,273.669,,,,,1505.0,0.07,3.13,3.788117,20.0
1161,04/2022,344773.0,362.951,290.455,,,,,1810.0,0.33,4.72,,8.7
1162,04/2022,344773.0,362.951,290.455,,,,,1810.0,0.33,5.0,,8.7
1163,04/2022,344773.0,362.951,290.455,,,,,1810.0,0.33,5.11,,8.7
1164,04/2022,344773.0,362.951,290.455,,,,,1810.0,0.33,5.1,,8.7
1190,05/1980,,79.8,80.1,,,,,927.0,10.98,13.2,,
1186,05/1980,,79.8,80.1,,,,,927.0,10.98,15.9,,
1187,05/1980,,79.8,80.1,,,,,927.0,10.98,14.68,,
1188,05/1980,,79.8,80.1,,,,,927.0,10.98,14.15,,
1189,05/1980,,79.8,80.1,,,,,927.0,10.98,13.38,,
1242,05/1981,,87.0,87.8,,,,,1140.0,18.52,16.8,,
1241,05/1981,,87.0,87.8,,,,,1140.0,18.52,16.63,,
1240,05/1981,,87.0,87.8,,,,,1140.0,18.52,16.64,,
1239,05/1981,,87.0,87.8,,,,,1140.0,18.52,16.12,,
1238,05/1981,,87.0,87.8,,,,,1140.0,18.52,15.82,,
1291,05/1982,,93.7,95.4,,,,,1025.0,14.45,16.78,,
1292,05/1982,,93.7,95.4,,,,,1025.0,14.45,16.63,,
1294,05/1982,,93.7,95.4,,,,,1025.0,14.45,16.63,,
1293,05/1982,,93.7,95.4,,,,,1025.0,14.45,16.67,,
1346,05/1983,,99.3,98.9,,,,,1776.0,8.63,12.68,,
1343,05/1983,,99.3,98.9,,,,,1776.0,8.63,12.71,,
1345,05/1983,,99.3,98.9,,,,,1776.0,8.63,12.55,,
1344,05/1983,,99.3,98.9,,,,,1776.0,8.63,12.59,,
1395,05/1984,,104.4,104.1,,,,,1774.0,10.32,13.78,,
1396,05/1984,,104.4,104.1,,,,,1774.0,10.32,13.87,,
1397,05/1984,,104.4,104.1,,,,,1774.0,10.32,14.04,,
1398,05/1984,,104.4,104.1,,,,,1774.0,10.32,14.08,,
1447,05/1985,,110.9,108.8,,,,,1680.0,7.97,13.07,,
1451,05/1985,,110.9,108.8,,,,,1680.0,7.97,12.71,,
1450,05/1985,,110.9,108.8,,,,,1680.0,7.97,12.83,,
1449,05/1985,,110.9,108.8,,,,,1680.0,7.97,12.94,,
1448,05/1985,,110.9,108.8,,,,,1680.0,7.97,13.02,,
1501,05/1986,,117.6,113.1,,,,,1854.0,6.85,10.08,,
1503,05/1986,,117.6,113.1,,,,,1854.0,6.85,10.38,,
1500,05/1986,,117.6,113.1,,,,,1854.0,6.85,10.0,,
1499,05/1986,,117.6,113.1,,,,,1854.0,6.85,9.9,,
1502,05/1986,,117.6,113.1,,,,,1854.0,6.85,10.36,,
1551,05/1987,,122.3,117.7,,,,,1628.0,6.85,10.47,,
1552,05/1987,,122.3,117.7,,,,,1628.0,6.85,10.52,,
1553,05/1987,,122.3,117.7,,,,,1628.0,6.85,10.48,,
1554,05/1987,,122.3,117.7,,,,,1628.0,6.85,10.81,,
1555,05/1987,,122.3,117.7,,,,,1628.0,6.85,10.7,,
1607,05/1988,,126.9,122.7,,,,,1421.0,7.09,10.58,,
1606,05/1988,,126.9,122.7,,,,,1421.0,7.09,10.52,,
1605,05/1988,,126.9,122.7,,,,,1421.0,7.09,10.4,,
1604,05/1988,,126.9,122.7,,,,,1421.0,7.09,10.32,,
1658,05/1989,,131.7,128.3,,,,,1331.0,9.81,10.69,,
1659,05/1989,,131.7,128.3,,,,,1331.0,9.81,10.5,,
1656,05/1989,,131.7,128.3,,,,,1331.0,9.81,10.97,,
1657,05/1989,,131.7,128.3,,,,,1331.0,9.81,10.93,,
1711,05/1990,,137.3,134.4,,,,,1212.0,8.18,10.33,,
1708,05/1990,,137.3,134.4,,,,,1212.0,8.18,10.67,,
1709,05/1990,,137.3,134.4,,,,,1212.0,8.18,10.54,,
1710,05/1990,,137.3,134.4,,,,,1212.0,8.18,10.37,,
1760,05/1991,,142.8,141.3,,,,,996.0,5.78,9.47,,
1761,05/1991,,142.8,141.3,,,,,996.0,5.78,9.47,,
1762,05/1991,,142.8,141.3,,,,,996.0,5.78,9.5,,
1763,05/1991,,142.8,141.3,,,,,996.0,5.78,9.47,,
1764,05/1991,,142.8,141.3,,,,,996.0,5.78,9.45,,
1816,05/1992,,146.3,146.8,,,,,1214.0,3.82,8.6,,
1815,05/1992,,146.3,146.8,,,,,1214.0,3.82,8.53,,
1812,05/1992,,146.3,146.8,,,,,1214.0,3.82,8.84,,
1814,05/1992,,146.3,146.8,,,,,1214.0,3.82,8.64,,
1813,05/1992,,146.3,146.8,,,,,1214.0,3.82,8.75,,
1866,05/1993,,149.9,151.8,,,,,1260.0,3.0,7.42,,
1867,05/1993,,149.9,151.8,,,,,1260.0,3.0,7.52,,
1865,05/1993,,149.9,151.8,,,,,1260.0,3.0,7.42,,
1868,05/1993,,149.9,151.8,,,,,1260.0,3.0,7.5,,
1917,05/1994,,153.3,155.9,,,,,1526.0,4.01,8.53,,
1918,05/1994,,153.3,155.9,,,,,1526.0,4.01,8.77,,
1919,05/1994,,153.3,155.9,,,,,1526.0,4.01,8.56,,
1920,05/1994,,153.3,155.9,,,,,1526.0,4.01,8.53,,
1972,05/1995,,157.2,160.7,,,,,1314.0,6.01,7.85,,
1971,05/1995,,157.2,160.7,,,,,1314.0,6.01,7.83,,
1970,05/1995,,157.2,160.7,,,,,1314.0,6.01,7.87,,
1969,05/1995,,157.2,160.7,,,,,1314.0,6.01,8.27,,
2024,05/1996,,161.2,165.0,,,,,1504.0,5.24,8.01,,
2025,05/1996,,161.2,165.0,,,,,1504.0,5.24,8.03,,
2023,05/1996,,161.2,165.0,,,,,1504.0,5.24,8.08,,
2022,05/1996,,161.2,165.0,,,,,1504.0,5.24,8.24,,
2021,05/1996,,161.2,165.0,,,,,1504.0,5.24,7.99,,
2077,05/1997,,165.9,169.2,,,,,1442.0,5.5,7.94,,
2076,05/1997,,165.9,169.2,,,,,1442.0,5.5,7.92,,
2075,05/1997,,165.9,169.2,,,,,1442.0,5.5,7.91,,
2074,05/1997,,165.9,169.2,,,,,1442.0,5.5,7.94,,
2073,05/1997,,165.9,169.2,,,,,1442.0,5.5,8.01,,
2126,05/1998,,171.1,172.9,,,,,1536.0,5.49,7.14,,
2129,05/1998,,171.1,172.9,,,,,1536.0,5.49,7.07,,
2128,05/1998,,171.1,172.9,,,,,1536.0,5.49,7.1,,
2127,05/1998,,171.1,172.9,,,,,1536.0,5.49,7.19,,
2125,05/1998,,171.1,172.9,,,,,1536.0,5.49,7.22,,
2181,05/1999,,176.7,176.5,,,,,1611.0,4.74,7.23,,
2180,05/1999,,176.7,176.5,,,,,1611.0,4.74,7.23,,
2178,05/1999,,176.7,176.5,,,,,1611.0,4.74,7.02,,
2179,05/1999,,176.7,176.5,,,,,1611.0,4.74,7.1,,
20,05/2000,130602.0,182.7,180.7,,,,,1575.0,6.27,8.62,,
17,05/2000,130602.0,182.7,180.7,,,,,1575.0,6.27,8.28,,
19,05/2000,130602.0,182.7,180.7,,,,,1575.0,6.27,8.64,,
18,05/2000,130602.0,182.7,180.7,,,,,1575.0,6.27,8.52,,
70,05/2001,140238.0,191.0,185.3,,,,,1605.0,4.21,7.1,,
71,05/2001,140238.0,191.0,185.3,,,,,1605.0,4.21,7.14,,
72,05/2001,140238.0,191.0,185.3,,,,,1605.0,4.21,7.2,,
69,05/2001,140238.0,191.0,185.3,,,,,1605.0,4.21,7.14,,
123,05/2002,149656.0,198.8,190.0,,,,,1764.0,1.75,6.89,,
124,05/2002,149656.0,198.8,190.0,,,,,1764.0,1.75,6.81,,
125,05/2002,149656.0,198.8,190.0,,,,,1764.0,1.75,6.76,,
121,05/2002,149656.0,198.8,190.0,,,,,1764.0,1.75,6.78,,
122,05/2002,149656.0,198.8,190.0,,,,,1764.0,1.75,6.79,,
173,05/2003,160924.0,204.9,192.9,,,,,1751.0,1.26,5.7,,
174,05/2003,160924.0,204.9,192.9,,,,,1751.0,1.26,5.62,,
175,05/2003,160924.0,204.9,192.9,,,,,1751.0,1.26,5.45,,
177,05/2003,160924.0,204.9,192.9,,,,,1751.0,1.26,5.31,,
176,05/2003,160924.0,204.9,192.9,,,,,1751.0,1.26,5.34,,
228,05/2004,175183.0,210.2,196.2,,,,,1981.0,1.0,6.3,,
229,05/2004,175183.0,210.2,196.2,,,,,1981.0,1.0,6.32,,
227,05/2004,175183.0,210.2,196.2,,,,,1981.0,1.0,6.34,,
226,05/2004,175183.0,210.2,196.2,,,,,1981.0,1.0,6.12,,
281,05/2005,195631.0,216.4,200.5,,,,,2025.0,3.0,5.65,,
278,05/2005,195631.0,216.4,200.5,,,,,2025.0,3.0,5.75,,
279,05/2005,195631.0,216.4,200.5,,,,,2025.0,3.0,5.77,,
280,05/2005,195631.0,216.4,200.5,,,,,2025.0,3.0,5.71,,
333,05/2006,215294.0,223.6,205.4,,,,,1942.0,4.94,6.62,,
332,05/2006,215294.0,223.6,205.4,,,,,1942.0,4.94,6.6,,
330,05/2006,215294.0,223.6,205.4,,,,,1942.0,4.94,6.59,,
331,05/2006,215294.0,223.6,205.4,,,,,1942.0,4.94,6.58,,
386,05/2007,218390.0,233.549,210.058,,,,,1415.0,5.25,6.42,,
383,05/2007,218390.0,233.549,210.058,,,,,1415.0,5.25,6.15,,
382,05/2007,218390.0,233.549,210.058,,,,,1415.0,5.25,6.16,,
385,05/2007,218390.0,233.549,210.058,,,,,1415.0,5.25,6.37,,
384,05/2007,218390.0,233.549,210.058,,,,,1415.0,5.25,6.21,,
434,05/2008,205775.0,241.803,214.936,,,,,973.0,1.98,6.06,,
435,05/2008,205775.0,241.803,214.936,,,,,973.0,1.98,6.05,,
436,05/2008,205775.0,241.803,214.936,,,,,973.0,1.98,6.01,,
437,05/2008,205775.0,241.803,214.936,,,,,973.0,1.98,5.98,,
438,05/2008,205775.0,241.803,214.936,,,,,973.0,1.98,6.08,,
487,05/2009,185177.0,249.069,218.904,,,,,540.0,0.18,4.84,,
488,05/2009,185177.0,249.069,218.904,,,,,540.0,0.18,4.86,,
489,05/2009,185177.0,249.069,218.904,,,,,540.0,0.18,4.82,,
490,05/2009,185177.0,249.069,218.904,,,,,540.0,0.18,4.91,,
542,05/2010,179734.0,248.925,220.962,,,,,583.0,0.2,4.78,,
540,05/2010,179734.0,248.925,220.962,,,,,583.0,0.2,4.93,,
539,05/2010,179734.0,248.925,220.962,,,,,583.0,0.2,5.0,,
541,05/2010,179734.0,248.925,220.962,,,,,583.0,0.2,4.84,,
591,05/2011,169074.0,252.393,224.175,,,,,561.0,0.09,4.71,,
593,05/2011,169074.0,252.393,224.175,,,,,561.0,0.09,4.61,,
594,05/2011,169074.0,252.393,224.175,,,,,561.0,0.09,4.6,,
592,05/2011,169074.0,252.393,224.175,,,,,561.0,0.09,4.63,,
647,05/2012,165679.0,259.231,229.224,,,,,708.0,0.16,3.75,,
646,05/2012,165679.0,259.231,229.224,,,,,708.0,0.16,3.78,,
645,05/2012,165679.0,259.231,229.224,,,,,708.0,0.16,3.79,,
643,05/2012,165679.0,259.231,229.224,,,,,708.0,0.16,3.84,,
644,05/2012,165679.0,259.231,229.224,,,,,708.0,0.16,3.83,,
696,05/2013,175576.0,266.559,232.996,,,,,930.0,0.11,3.42,,
695,05/2013,175576.0,266.559,232.996,,,,,930.0,0.11,3.35,,
697,05/2013,175576.0,266.559,232.996,,,,,930.0,0.11,3.51,,
699,05/2013,175576.0,266.559,232.996,,,,,930.0,0.11,3.81,,
698,05/2013,175576.0,266.559,232.996,,,,,930.0,0.11,3.59,,
751,05/2014,188450.0,274.71,237.529,,,,,1007.0,0.09,4.12,,
748,05/2014,188450.0,274.71,237.529,,,,,1007.0,0.09,4.21,,
747,05/2014,188450.0,274.71,237.529,,,,,1007.0,0.09,4.29,,
750,05/2014,188450.0,274.71,237.529,,,,,1007.0,0.09,4.14,,
749,05/2014,188450.0,274.71,237.529,,,,,1007.0,0.09,4.2,,
803,05/2015,196754.0,284.245,241.688,,,,,1079.0,0.12,3.87,,
802,05/2015,196754.0,284.245,241.688,,,,,1079.0,0.12,3.84,,
801,05/2015,196754.0,284.245,241.688,,,,,1079.0,0.12,3.85,,
800,05/2015,196754.0,284.245,241.688,,,,,1079.0,0.12,3.8,,
855,05/2016,207005.0,295.036,247.137,,,,,1148.0,0.37,3.64,,
852,05/2016,207005.0,295.036,247.137,,,,,1148.0,0.37,3.61,,
853,05/2016,207005.0,295.036,247.137,,,,,1148.0,0.37,3.57,,
854,05/2016,207005.0,295.036,247.137,,,,,1148.0,0.37,3.58,,
907,05/2017,219556.0,306.379,251.43,,,,,1157.0,0.91,3.95,,
906,05/2017,219556.0,306.379,251.43,,,,,1157.0,0.91,4.02,,
905,05/2017,219556.0,306.379,251.43,,,,,1157.0,0.91,4.05,,
904,05/2017,219556.0,306.379,251.43,,,,,1157.0,0.91,4.02,,
959,05/2018,234211.0,317.49,257.151,,,,,1358.0,1.7,4.66,,
958,05/2018,234211.0,317.49,257.151,,,,,1358.0,1.7,4.61,,
960,05/2018,234211.0,317.49,257.151,,,,,1358.0,1.7,4.56,,
956,05/2018,234211.0,317.49,257.151,,,,,1358.0,1.7,4.55,,
957,05/2018,234211.0,317.49,257.151,,,,,1358.0,1.7,4.55,,
1008,05/2019,245456.0,329.333,262.321,,,,,1308.0,2.39,4.14,,
1009,05/2019,245456.0,329.333,262.321,,,,,1308.0,2.39,4.1,,
1010,05/2019,245456.0,329.333,262.321,,,,,1308.0,2.39,4.07,,
1011,05/2019,245456.0,329.333,262.321,,,,,1308.0,2.39,4.06,,
1012,05/2019,245456.0,329.333,262.321,,,,,1308.0,2.39,3.99,,
1064,05/2020,255651.0,340.811,265.606,,,,,1055.0,0.05,3.15,,38.0
1063,05/2020,255651.0,340.811,265.606,,,,,1055.0,0.05,3.24,,38.0
1062,05/2020,255651.0,340.811,265.606,,,,,1055.0,0.05,3.28,,38.0
1061,05/2020,255651.0,340.811,265.606,,,,,1055.0,0.05,3.26,,38.0
1114,05/2021,289896.0,347.016,275.715,,,,,1605.0,0.06,2.94,,18.2
1113,05/2021,289896.0,347.016,275.715,,,,,1605.0,0.06,2.96,,18.2
1116,05/2021,289896.0,347.016,275.715,,,,,1605.0,0.06,2.95,,18.2
1115,05/2021,289896.0,347.016,275.715,,,,,1605.0,0.06,3.0,,18.2
1168,05/2022,349816.0,365.116,292.289,,,,,1549.0,0.77,5.1,,
1167,05/2022,349816.0,365.116,292.289,,,,,1549.0,0.77,5.25,,
1166,05/2022,349816.0,365.116,292.289,,,,,1549.0,0.77,5.3,,
1165,05/2022,349816.0,365.116,292.289,,,,,1549.0,0.77,5.27,,
1191,06/1980,,80.7,81.0,,,,,1196.0,9.47,13.06,,
1192,06/1980,,80.7,81.0,,,,,1196.0,9.47,12.85,,
1193,06/1980,,80.7,81.0,,,,,1196.0,9.47,12.58,,
1194,06/1980,,80.7,81.0,,,,,1196.0,9.47,12.35,,
1243,06/1981,,87.4,88.6,,,,,1045.0,19.1,16.76,,
1246,06/1981,,87.4,88.6,,,,,1045.0,19.1,16.62,,
1245,06/1981,,87.4,88.6,,,,,1045.0,19.1,16.71,,
1244,06/1981,,87.4,88.6,,,,,1045.0,19.1,16.69,,
1296,06/1982,,94.0,96.1,,,,,902.0,14.15,16.7,,
1298,06/1982,,94.0,96.1,,,,,902.0,14.15,16.73,,
1295,06/1982,,94.0,96.1,,,,,902.0,14.15,16.65,,
1297,06/1982,,94.0,96.1,,,,,902.0,14.15,16.71,,
1347,06/1983,,99.7,99.2,,,,,1733.0,8.98,12.74,,
1348,06/1983,,99.7,99.2,,,,,1733.0,8.98,12.82,,
1349,06/1983,,99.7,99.2,,,,,1733.0,8.98,12.96,,
1350,06/1983,,99.7,99.2,,,,,1733.0,8.98,12.96,,
1401,06/1984,,104.9,104.5,,,,,1843.0,11.06,14.47,,
1403,06/1984,,104.9,104.5,,,,,1843.0,11.06,14.5,,
1402,06/1984,,104.9,104.5,,,,,1843.0,11.06,14.49,,
1399,06/1984,,104.9,104.5,,,,,1843.0,11.06,14.29,,
1400,06/1984,,104.9,104.5,,,,,1843.0,11.06,14.33,,
1455,06/1985,,111.4,109.1,,,,,1676.0,7.53,12.15,,
1454,06/1985,,111.4,109.1,,,,,1676.0,7.53,12.05,,
1453,06/1985,,111.4,109.1,,,,,1676.0,7.53,12.27,,
1452,06/1985,,111.4,109.1,,,,,1676.0,7.53,12.39,,
1507,06/1986,,118.0,113.4,,,,,1847.0,6.92,10.62,,
1506,06/1986,,118.0,113.4,,,,,1847.0,6.92,10.61,,
1505,06/1986,,118.0,113.4,,,,,1847.0,6.92,10.76,,
1504,06/1986,,118.0,113.4,,,,,1847.0,6.92,10.74,,
1559,06/1987,,122.3,117.9,,,,,1594.0,6.73,10.35,,
1558,06/1987,,122.3,117.9,,,,,1594.0,6.73,10.44,,
1557,06/1987,,122.3,117.9,,,,,1594.0,6.73,10.66,,
1556,06/1987,,122.3,117.9,,,,,1594.0,6.73,10.7,,
1609,06/1988,,127.3,123.2,,,,,1478.0,7.51,10.51,,
1610,06/1988,,127.3,123.2,,,,,1478.0,7.51,10.35,,
1611,06/1988,,127.3,123.2,,,,,1478.0,7.51,10.4,,
1608,06/1988,,127.3,123.2,,,,,1478.0,7.51,10.58,,
1661,06/1989,,132.3,128.8,,,,,1397.0,9.53,10.2,,
1662,06/1989,,132.3,128.8,,,,,1397.0,9.53,10.04,,
1663,06/1989,,132.3,128.8,,,,,1397.0,9.53,10.19,,
1660,06/1989,,132.3,128.8,,,,,1397.0,9.53,10.48,,
1664,06/1989,,132.3,128.8,,,,,1397.0,9.53,10.07,,
1715,06/1990,,137.9,135.1,,,,,1177.0,8.29,10.16,,
1714,06/1990,,137.9,135.1,,,,,1177.0,8.29,10.12,,
1716,06/1990,,137.9,135.1,,,,,1177.0,8.29,10.15,,
1713,06/1990,,137.9,135.1,,,,,1177.0,8.29,10.1,,
1712,06/1990,,137.9,135.1,,,,,1177.0,8.29,10.29,,
1766,06/1991,,143.0,141.8,,,,,1036.0,5.9,9.66,,
1765,06/1991,,143.0,141.8,,,,,1036.0,5.9,9.48,,
1767,06/1991,,143.0,141.8,,,,,1036.0,5.9,9.65,,
1768,06/1991,,143.0,141.8,,,,,1036.0,5.9,9.67,,
1817,06/1992,,146.6,147.1,,,,,1145.0,3.76,8.59,,
1818,06/1992,,146.6,147.1,,,,,1145.0,3.76,8.54,,
1820,06/1992,,146.6,147.1,,,,,1145.0,3.76,8.43,,
1819,06/1992,,146.6,147.1,,,,,1145.0,3.76,8.48,,
1870,06/1993,,150.3,152.1,,,,,1280.0,3.04,7.48,,
1871,06/1993,,150.3,152.1,,,,,1280.0,3.04,7.38,,
1869,06/1993,,150.3,152.1,,,,,1280.0,3.04,7.47,,
1872,06/1993,,150.3,152.1,,,,,1280.0,3.04,7.34,,
1922,06/1994,,153.4,156.4,,,,,1409.0,4.25,8.25,,
1923,06/1994,,153.4,156.4,,,,,1409.0,4.25,8.33,,
1924,06/1994,,153.4,156.4,,,,,1409.0,4.25,8.46,,
1921,06/1994,,153.4,156.4,,,,,1409.0,4.25,8.55,,
1975,06/1995,,157.5,161.1,,,,,1281.0,6.0,7.55,,
1973,06/1995,,157.5,161.1,,,,,1281.0,6.0,7.71,,
1977,06/1995,,157.5,161.1,,,,,1281.0,6.0,7.53,,
1974,06/1995,,157.5,161.1,,,,,1281.0,6.0,7.51,,
1976,06/1995,,157.5,161.1,,,,,1281.0,6.0,7.53,,
2026,06/1996,,161.7,165.4,,,,,1467.0,5.27,8.3,,
2027,06/1996,,161.7,165.4,,,,,1467.0,5.27,8.39,,
2028,06/1996,,161.7,165.4,,,,,1467.0,5.27,8.3,,
2029,06/1996,,161.7,165.4,,,,,1467.0,5.27,8.29,,
2081,06/1997,,166.4,169.4,,,,,1494.0,5.56,7.58,,
2080,06/1997,,166.4,169.4,,,,,1494.0,5.56,7.61,,
2079,06/1997,,166.4,169.4,,,,,1494.0,5.56,7.72,,
2078,06/1997,,166.4,169.4,,,,,1494.0,5.56,7.85,,
2131,06/1998,,171.7,173.2,,,,,1641.0,5.56,7.04,,
2133,06/1998,,171.7,173.2,,,,,1641.0,5.56,6.96,,
2130,06/1998,,171.7,173.2,,,,,1641.0,5.56,7.05,,
2132,06/1998,,171.7,173.2,,,,,1641.0,5.56,6.94,,
2185,06/1999,,177.1,176.6,,,,,1559.0,4.76,7.63,,
2184,06/1999,,177.1,176.6,,,,,1559.0,4.76,7.65,,
2183,06/1999,,177.1,176.6,,,,,1559.0,4.76,7.51,,
2182,06/1999,,177.1,176.6,,,,,1559.0,4.76,7.41,,
25,06/2000,131350.0,183.2,181.1,,,,,1559.0,6.53,8.22,,
24,06/2000,131350.0,183.2,181.1,,,,,1559.0,6.53,8.14,,
21,06/2000,131350.0,183.2,181.1,,,,,1559.0,6.53,8.54,,
22,06/2000,131350.0,183.2,181.1,,,,,1559.0,6.53,8.32,,
23,06/2000,131350.0,183.2,181.1,,,,,1559.0,6.53,8.22,,
74,06/2001,141051.0,191.6,186.0,,,,,1636.0,3.97,7.2,,
76,06/2001,141051.0,191.6,186.0,,,,,1636.0,3.97,7.11,,
77,06/2001,141051.0,191.6,186.0,,,,,1636.0,3.97,7.11,,
73,06/2001,141051.0,191.6,186.0,,,,,1636.0,3.97,7.24,,
75,06/2001,141051.0,191.6,186.0,,,,,1636.0,3.97,7.14,,
128,06/2002,150536.0,199.3,190.2,,,,,1717.0,1.75,6.63,,
129,06/2002,150536.0,199.3,190.2,,,,,1717.0,1.75,6.55,,
126,06/2002,150536.0,199.3,190.2,,,,,1717.0,1.75,6.71,,
127,06/2002,150536.0,199.3,190.2,,,,,1717.0,1.75,6.71,,
179,06/2003,161948.0,205.1,193.0,,,,,1867.0,1.22,5.21,,
178,06/2003,161948.0,205.1,193.0,,,,,1867.0,1.22,5.26,,
180,06/2003,161948.0,205.1,193.0,,,,,1867.0,1.22,5.21,,
181,06/2003,161948.0,205.1,193.0,,,,,1867.0,1.22,5.24,,
232,06/2004,176874.0,210.7,196.6,,,,,1828.0,1.03,6.32,,
230,06/2004,176874.0,210.7,196.6,,,,,1828.0,1.03,6.28,,
233,06/2004,176874.0,210.7,196.6,,,,,1828.0,1.03,6.25,,
231,06/2004,176874.0,210.7,196.6,,,,,1828.0,1.03,6.3,,
283,06/2005,197712.0,216.8,200.6,,,,,2068.0,3.04,5.56,,
282,06/2005,197712.0,216.8,200.6,,,,,2068.0,3.04,5.62,,
284,06/2005,197712.0,216.8,200.6,,,,,2068.0,3.04,5.63,,
286,06/2005,197712.0,216.8,200.6,,,,,2068.0,3.04,5.53,,
